year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,9,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",130,24,11.53,0,4.61,0,7.86,0,0,1160,418,0,136,0,606
2019,9,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1165,185,55.65,8.36,47.99,0,73,6,1,11360,2944,923,1809,0,5684
2019,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2344,309,93.44,14.34,79.19,0,122.03,23,3,20874,5608,1694,3078,0,10494
2019,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",752,220,15.92,7.66,140.07,0,56.36,14,10,11892,909,566,6513,0,3904
2019,9,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",100,5,2.11,0,1.89,0,1,1,0,251,122,0,52,0,77
2019,9,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",71,9,2.68,1.91,0.28,0,4.12,4,0,408,116,100,24,0,168
2019,9,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",240,45,9.74,2.08,11.81,0,21.36,3,1,2855,377,176,508,0,1794
2019,9,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",908,110,26.61,5.05,31.6,0,46.74,58,1,6805,1515,423,1086,0,3781
2019,9,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",56,14,3.52,0.81,1.56,0,8.1,1,0,748,204,28,54,0,462
2019,9,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",75,11,4.99,0.31,1.31,0,4.39,2,0,580,215,20,65,0,280
2019,9,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",51,13,3.06,1.03,0.8,0,8.11,2,0,719,96,92,52,0,479
2019,9,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",61,18,5.73,1,2,0,9.27,0,0,1133,220,42,127,0,744
2019,9,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",269,48,15.42,1.6,13.26,0,17.72,2,0,3127,895,89,596,0,1547
2019,9,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",30,4,2.48,0.9,0.14,0,0.47,0,0,114,78,19,4,0,13
2019,9,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",90,19,6.11,0,2.11,0,10.78,1,0,811,301,0,86,0,424
2019,9,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",60,6,2.45,0,0,0,3.55,0,0,414,111,0,0,0,303
2019,9,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",334,65,13.27,3.71,23.17,0,24.84,3,0,3912,591,283,964,0,2074
2019,9,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",486,94,15.78,7.25,17.14,0,53.83,6,1,7359,796,1074,751,0,4738
2019,9,UA,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",8,1,0.05,0,0,0,0.95,1,0,55,3,0,0,0,52
2019,9,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",220,31,8.78,0,3.68,0,18.55,0,1,2218,420,0,116,0,1682
2019,9,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",57,6,1.08,0,1.26,0,3.67,1,0,312,50,0,46,0,216
2019,9,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",120,22,4.29,0.05,3.85,0,13.81,1,0,1621,224,12,179,0,1206
2019,9,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",90,21,4.38,0.23,5.6,0,10.79,0,0,1459,222,13,153,0,1071
2019,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6867,1259,208.46,33.59,613.95,0,403,104,18,114691,18802,6994,52493,0,36402
2019,9,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",67,6,0.25,0,3.05,0,2.7,5,0,323,8,0,101,0,214
2019,9,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",112,16,4.46,0,7.49,0,4.05,9,0,729,279,0,285,0,165
2019,9,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",621,107,31.66,4.62,22.2,0,48.52,4,0,7247,2393,584,892,0,3378
2019,9,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",388,71,13.68,1.93,28.02,0,27.37,5,1,4576,1223,157,1197,0,1999
2019,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",639,120,21.6,8.08,31.41,0,58.92,7,4,8418,1096,1195,1463,0,4664
2019,9,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",248,49,11.92,1.46,13.96,0,21.66,1,1,2958,608,55,492,0,1803
2019,9,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",31,2,1,0,0.8,0,0.2,0,0,80,29,0,41,0,10
2019,9,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",84,21,5.8,0,4.49,0,10.7,1,0,1751,437,0,156,0,1158
2019,9,UA,United Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",30,7,1.83,1.11,1.21,0,2.85,0,0,456,129,52,33,0,242
2019,9,UA,United Air Lines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",29,7,2.42,0,1,0,3.58,0,0,279,70,0,48,0,161
2019,9,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",315,56,15.74,1.82,12.81,0,25.63,3,0,5065,1344,200,631,0,2890
2019,9,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",60,15,3.73,1.83,3.59,0,5.85,0,0,1606,167,348,101,0,990
2019,9,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",164,37,9.42,0.4,3.1,0,24.07,1,0,2233,629,19,103,0,1482
2019,9,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",86,9,1.34,0.55,2.38,0,4.72,2,0,429,80,21,74,0,254
2019,9,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",147,27,3.59,1.85,5.54,0,16.02,2,0,1856,222,95,428,0,1111
2019,9,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",847,125,27.41,7.91,32.89,0,56.8,8,5,8571,1465,1545,1215,0,4346
2019,9,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",383,68,17.37,4.17,14.94,0,31.52,7,0,4170,847,322,487,0,2514
2019,9,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",58,4,2.06,0,0.21,0,1.74,4,0,273,91,0,17,0,165
2019,9,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",61,16,6.4,0.34,2.68,0,6.58,0,0,758,203,9,57,0,489
2019,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",876,173,37.08,6.48,71.16,0,58.28,8,2,9556,2251,418,2283,0,4604
2019,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4505,1345,126.39,12.82,955.28,0,250.51,53,8,129863,13623,932,88311,0,26997
2019,9,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",188,31,10.22,2.78,8.32,0,9.67,2,0,1896,600,441,271,0,584
2019,9,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",94,17,6.97,0.5,6.74,0,2.79,1,0,910,384,17,205,0,304
2019,9,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",118,17,4.52,1.21,5.18,0,6.09,2,0,1717,294,736,204,0,483
2019,9,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",290,69,16.67,4.67,19.11,0,28.55,2,0,5692,2351,484,639,0,2218
2019,9,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",559,84,27.45,3.29,18.81,0,34.45,8,4,4221,1387,194,639,0,2001
2019,9,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",38,3,0,1.86,1.14,0,0,0,0,81,0,53,28,0,0
2019,9,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",88,7,4.24,0.59,1.3,0,0.86,0,0,258,136,44,59,0,19
2019,9,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",68,15,5.76,1,3.59,0,4.65,1,0,971,409,19,124,0,419
2019,9,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",547,87,17.11,5.41,31.48,0,33,4,1,6767,1317,681,1326,0,3443
2019,9,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",71,13,4.36,1.17,1.16,0,6.31,2,0,1143,434,91,37,0,581
2019,9,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",984,94,33.39,0.55,17.92,0.89,41.25,7,0,4091,1360,257,642,48,1784
2019,9,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",252,17,11.69,0,0.89,0,4.42,5,0,573,413,0,21,0,139
2019,9,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",140,18,6.4,0,2.26,0,9.34,0,0,828,240,0,82,0,506
2019,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3115,300,89.4,2.86,98.53,0.98,108.23,40,14,12897,3793,445,3864,116,4679
2019,9,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1966,176,73.62,0.84,29.73,0.55,71.26,11,0,8858,3379,198,1074,56,4151
2019,9,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",385,39,22.46,0.22,6.03,0,10.29,8,0,1173,692,10,147,0,324
2019,9,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",306,37,19.02,2.87,1.06,0,14.05,6,0,1720,790,296,35,0,599
2019,9,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3313,288,99.71,5.26,37.87,0.94,144.22,28,5,13521,4814,520,1341,15,6831
2019,9,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",352,37,22.91,0,3.44,0,10.65,0,0,1576,935,0,81,0,560
2019,9,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",832,109,40.98,1.87,44.08,0,22.07,4,1,7241,2856,345,2848,0,1192
2019,9,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",400,36,19.66,0.2,6.67,0,9.47,8,0,1469,681,21,196,0,571
2019,9,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1862,166,54.99,0.43,20.89,0.47,89.22,59,0,8466,2742,16,793,18,4897
2019,9,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5610,352,120.73,7.27,67.35,0.89,155.76,77,1,16946,6255,987,2222,24,7458
2019,9,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",232,14,8.12,1,0.03,0,4.85,20,1,473,207,112,1,0,153
2019,9,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",594,47,21.6,0,3.54,0,21.87,7,1,1943,920,0,109,0,914
2019,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",259,19,6.91,0,5.65,0,6.44,7,0,690,253,0,200,0,237
2019,9,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",978,86,38.09,2.69,8.36,0,36.86,12,0,4227,1423,401,321,0,2082
2019,9,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",113,10,5.54,0,0,0,4.46,2,0,644,234,0,0,0,410
2019,9,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",239,13,4.53,0.88,3.69,0,3.9,7,0,768,111,352,154,0,151
2019,9,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5585,792,217.72,10.33,327.12,1.24,235.57,87,21,39233,10081,934,14626,34,13558
2019,9,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1338,116,43.08,0.4,20.6,0.56,51.36,13,4,6267,2741,12,837,14,2663
2019,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5991,746,209.15,13.57,286.09,3.69,233.49,49,7,35551,9961,1277,12328,232,11753
2019,9,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",94,13,6.01,0,0.58,0,6.41,0,0,569,179,0,50,0,340
2019,9,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",484,60,22.07,1.71,17.69,0,18.53,4,0,3051,1092,90,862,0,1007
2019,9,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",195,31,17.18,0,0.81,0,13.01,1,0,1230,643,0,40,0,547
2019,9,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",632,65,22.08,1,3.61,0,38.31,4,0,3192,1393,74,127,0,1598
2019,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",405,84,22.16,1.82,43.09,1,15.94,11,0,4642,1357,141,2261,54,829
2019,9,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1432,141,57.03,1.52,42.24,0,40.21,80,3,6405,2757,64,1130,0,2454
2019,9,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",289,25,10.42,0,1.28,0,13.3,0,0,1005,347,0,35,0,623
2019,9,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",144,22,10.3,0.44,4.4,0,6.85,2,0,1167,587,12,186,0,382
2019,9,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",84,6,2.26,0,0,0,3.74,0,0,254,61,0,0,0,193
2019,9,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",330,23,14.43,0,0.08,0,8.49,0,0,1192,719,0,3,0,470
2019,9,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4450,429,122.61,3.88,112.67,3.84,186,141,18,20017,6014,382,4234,85,9302
2019,9,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",140,10,2.84,0.95,1,0,5.2,3,0,796,120,230,142,0,304
2019,9,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",140,12,5.77,0.17,3.95,0,2.11,0,0,735,387,12,174,0,162
2019,9,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",115,12,7.89,0,0.6,0,3.51,0,0,521,309,0,35,0,177
2019,9,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",727,82,30,1.74,7.29,0,42.96,12,0,5369,1769,86,274,0,3240
2019,9,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",275,19,9.26,0,3.6,0,6.14,10,0,1034,623,0,117,0,294
2019,9,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",424,34,14.98,0,5.39,0,13.63,23,1,1964,828,0,155,0,981
2019,9,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",120,10,4.29,0,0,0,5.71,0,0,657,336,0,0,0,321
2019,9,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5959,461,156.91,7.37,93.29,0,203.43,48,2,20802,7296,501,2741,0,10264
2019,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3382,338,136.76,4.43,62.48,0.53,133.8,79,3,15487,6295,626,1913,10,6643
2019,9,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",230,18,6.16,0,0.71,0,11.13,1,0,774,289,0,27,0,458
2019,9,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1018,247,44.01,4.3,151.83,0,46.86,13,2,11708,2496,695,6257,0,2260
2019,9,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",473,29,11.99,0.71,2.08,0,14.23,0,0,1375,615,12,65,0,683
2019,9,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",201,29,9.8,0,4.61,0,14.59,0,1,1168,340,0,191,0,637
2019,9,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",275,22,9.49,0,3.28,0,9.23,2,0,982,401,0,147,0,434
2019,9,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1979,183,61.01,1.72,34.14,0,86.13,12,4,10116,3826,347,1094,0,4849
2019,9,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2490,174,77.02,4.91,24.38,0,67.68,149,2,11320,5100,303,1141,0,4776
2019,9,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6595,602,192.29,9.58,130.52,0,269.6,210,33,27850,8660,827,5099,0,13264
2019,9,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",269,31,12.12,3,4.78,0,11.11,5,0,1681,694,302,178,0,507
2019,9,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",264,31,13.68,1,2.09,0,14.24,3,0,1457,561,112,119,0,665
2019,9,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",914,88,23.28,0.2,19.03,0,45.49,6,6,4899,977,21,643,0,3258
2019,9,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",630,95,38.95,1.59,30.12,0,24.35,4,1,5319,2344,169,1266,0,1540
2019,9,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1686,172,61.44,3.63,24.45,1.43,81.04,23,0,8172,3138,557,855,38,3584
2019,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3416,336,120.19,3.2,60.26,2,150.36,29,0,14749,5620,349,1664,40,7076
2019,9,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",210,19,11.98,0,1.4,0,5.61,0,0,981,783,0,34,0,164
2019,9,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",546,83,32.37,1,11,0,38.63,5,0,4346,1371,31,518,0,2426
2019,9,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",525,71,35.31,0.91,10.48,0,24.3,3,0,4019,1751,289,332,0,1647
2019,9,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",1114,128,64.87,0.85,9.17,0,53.12,10,0,6634,2911,353,348,0,3022
2019,9,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",221,17,7.09,0,0.02,0,9.89,10,0,614,314,0,1,0,299
2019,9,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",149,23,10.01,0,6.78,0,6.2,12,0,1344,811,0,224,0,309
2019,9,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1151,110,35.25,1,16.27,0,57.48,1,2,5497,1765,49,642,0,3041
2019,9,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",626,81,29.93,2,22.1,0,26.97,9,0,4367,1916,85,1159,0,1207
2019,9,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4959,535,165.88,10.7,161.03,0.53,196.86,60,28,26303,8804,1061,6748,35,9655
2019,9,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",745,50,20.59,0.9,11.73,0,16.78,11,2,2794,1218,262,789,0,525
2019,9,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",127,16,3.1,0,0.37,0,12.53,1,0,751,114,0,10,0,627
2019,9,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",434,41,24.37,0.43,3.28,0,12.92,6,0,1708,1000,19,81,0,608
2019,9,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",124,8,4.18,0,1.35,0,2.47,0,0,393,247,0,35,0,111
2019,9,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",831,67,36.57,1.81,5.93,1,21.69,11,1,3897,1902,81,165,35,1714
2019,9,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",102,14,2.9,1.29,3.35,0,6.46,0,0,556,124,68,135,0,229
2019,9,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",726,68,21.24,0,6.04,1,39.72,2,0,2979,827,0,190,18,1944
2019,9,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",119,5,2.34,0,1.15,0,1.52,2,0,155,69,0,24,0,62
2019,9,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",266,15,4.48,0,2.88,0,7.65,1,0,586,164,0,73,0,349
2019,9,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3419,343,111.57,2.87,71.85,0,156.71,55,7,15828,5921,498,2288,0,7121
2019,9,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1370,140,50.38,1.33,24.27,0,64.02,16,5,5758,1896,269,877,0,2716
2019,9,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",409,40,18.53,0.17,2.13,0,19.16,7,0,2374,1391,14,117,0,852
2019,9,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1019,140,41.81,0.16,56.25,0,41.78,4,2,5917,2042,7,1737,0,2131
2019,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1220,304,53.99,1,197.24,1,50.77,118,0,23016,3947,54,15538,24,3453
2019,9,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",3162,227,76.04,1.22,36.06,0,113.67,30,0,10402,3418,266,1011,0,5707
2019,9,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",190,23,9.72,0,3.13,0,10.15,10,1,1007,452,0,117,0,438
2019,9,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",891,108,46.66,0,14.27,0,47.08,2,0,4744,2338,0,446,0,1960
2019,9,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2529,301,101.98,0.85,40.58,0,157.6,19,0,13945,5106,44,1173,0,7622
2019,9,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1134,80,37.09,0.33,7.35,0.67,34.57,1,0,3204,1234,27,279,10,1654
2019,9,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3348,301,99.65,1.98,40.41,1,157.95,24,2,14734,5229,314,1434,15,7742
2019,9,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1712,150,67.62,3.35,29.24,0,49.79,16,3,7816,3765,283,927,0,2841
2019,9,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",390,43,16.24,0,5.4,0,21.36,2,0,1971,647,0,218,0,1106
2019,9,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",342,42,17.6,0.91,5.67,0,17.82,1,0,2039,822,113,151,0,953
2019,9,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",188,36,15.02,2,3.66,0,15.32,6,0,2924,920,195,107,0,1702
2019,9,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",162,16,6.29,0,1.31,0,8.4,5,0,1134,312,0,41,0,781
2019,9,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",193,44,19,6,3,0,16,5,1,3715,1775,489,87,0,1364
2019,9,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",67,9,4,2,1,0,2,1,0,730,151,60,16,0,503
2019,9,YV,Mesa Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",30,10,3.18,1,2.24,0,3.58,3,0,737,177,17,72,0,471
2019,9,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",92,18,11,1,2,0,4,1,0,784,530,95,39,0,120
2019,9,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",62,13,5.29,0,2.3,0,5.41,2,0,572,208,0,65,0,299
2019,9,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",173,38,15.01,0.08,6.01,0,16.9,7,0,2432,951,6,155,0,1320
2019,9,YV,Mesa Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",56,9,1.12,0.86,1.04,0,5.98,0,2,903,158,63,52,0,630
2019,9,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",49,13,6.49,0,1.33,0,5.17,1,0,958,417,0,52,0,489
2019,9,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",62,8,4,0,0,0,4,2,0,1173,837,0,0,0,336
2019,9,YV,Mesa Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",25,1,1,0,0,0,0,2,0,16,16,0,0,0,0
2019,9,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7,2,2,0,0,0,0,0,0,231,231,0,0,0,0
2019,9,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",61,7,2,2,1,0,2,1,0,305,55,131,16,0,103
2019,9,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",55,8,4,2,1,0,1,0,0,488,294,134,16,0,44
2019,9,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",77,14,4.17,0,7.23,0,2.6,3,0,723,288,0,187,0,248
2019,9,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",20,6,5,0,0,0,1,1,0,324,279,0,0,0,45
2019,9,YV,Mesa Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",30,5,1,0,0,0,4,1,0,439,83,0,0,0,356
2019,9,YV,Mesa Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",27,4,2.11,0,0,0,1.89,0,0,256,122,0,0,0,134
2019,9,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",129,18,6.67,1,3.7,0,6.63,15,0,1192,429,26,109,0,628
2019,9,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",89,11,6,0,1,0,4,0,0,2026,1614,0,233,0,179
2019,9,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",221,43,21,3,7,0,12,5,0,3294,1911,231,231,0,921
2019,9,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",171,22,11,2,4,0,5,3,0,1682,1081,84,133,0,384
