year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,9,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",143,15,7.1,2.64,2.8,0,2.46,0,0,1602,426,167,80,0,929
2019,9,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",186,24,10.96,0.97,9.4,0,2.68,0,0,873,445,115,239,0,74
2019,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19950,1417,454.25,32.27,482.84,1,446.64,125,90,98573,45059,4798,19790,25,28901
2019,9,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",28,2,1,0.49,0.51,0,0,0,0,674,617,28,29,0,0
2019,9,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",684,97,34.65,1.86,23.16,0,37.34,0,0,4365,1960,195,752,0,1458
2019,9,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",59,3,0.98,0,0.02,0,2,0,0,364,167,0,4,0,193
2019,9,DL,Delta Air Lines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",30,1,1,0,0,0,0,0,0,21,21,0,0,0,0
2019,9,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",422,35,19.91,2.44,5.48,0,7.17,0,0,2455,1109,763,199,0,384
2019,9,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",287,22,12.92,0.69,5.02,0,3.37,0,0,1473,775,34,220,0,444
2019,9,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",114,8,2.21,1.49,1.51,0,2.79,0,0,762,62,466,38,0,196
2019,9,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",28,4,2,0,1,0,1,0,0,230,140,0,16,0,74
2019,9,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",723,48,21.64,2.44,14.34,0,9.58,0,3,3048,1257,534,608,0,649
2019,9,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",129,8,4.07,0,2.46,0,1.47,0,0,1047,938,0,72,0,37
2019,9,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1596,192,51.01,3.89,86.71,1,49.39,5,2,10137,3405,200,3538,26,2968
2019,9,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",30,4,2.07,0.68,0.65,0,0.6,0,0,251,133,25,35,0,58
2019,9,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",192,20,11.09,0,5.2,0,3.71,0,0,870,516,0,176,0,178
2019,9,DL,Delta Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",50,4,2.03,0,1.16,0,0.81,0,0,314,110,0,29,0,175
2019,9,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",564,32,16.49,2.13,9.47,0,3.91,0,1,1735,1048,164,309,0,214
2019,9,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",148,15,7.42,1.13,2.01,0,4.44,0,0,492,234,47,56,0,155
2019,9,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",195,14,6.78,1,3.03,0,3.18,0,0,785,376,25,125,0,259
2019,9,DL,Delta Air Lines Inc.,CAK,"Akron, OH: Akron-Canton Regional",30,5,1,0,3,0,1,0,0,156,21,0,76,0,59
2019,9,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",105,10,5.13,0,2.14,0,2.73,0,0,592,315,0,155,0,122
2019,9,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",30,3,1.44,0,0,0,1.56,0,0,321,97,0,0,0,224
2019,9,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",364,27,10.93,0.97,9.52,0,5.59,19,0,2031,854,29,789,0,359
2019,9,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",334,33,14.64,1,8.92,0,8.44,0,0,2480,1186,48,322,0,924
2019,9,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",577,38,15.93,2.2,15.9,0,3.97,0,0,2696,1391,87,1044,0,174
2019,9,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",335,42,18.95,2.02,12.35,0,8.68,0,0,1848,869,253,367,0,359
2019,9,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",30,4,2,0,2,0,0,0,0,296,103,0,193,0,0
2019,9,DL,Delta Air Lines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",30,3,0.01,0,2,0,0.99,0,0,190,2,0,50,0,138
2019,9,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",689,45,22.63,0.99,10.51,0,10.87,2,0,2201,1447,96,324,0,334
2019,9,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",140,7,5.41,0,0.3,0,1.28,10,0,400,329,0,8,0,63
2019,9,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",140,23,4.67,0.86,12.95,0,4.51,0,0,1084,279,24,535,0,246
2019,9,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",110,5,3.22,1,0.02,0,0.75,0,0,376,233,28,1,0,114
2019,9,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",754,66,19.23,0.72,24.49,0,21.55,0,1,3243,998,41,1476,0,728
2019,9,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",956,112,32.53,3.03,55.95,0,20.49,0,4,4495,1351,145,1933,0,1066
2019,9,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",903,158,62.06,3.06,53.08,0,39.8,0,0,11159,5482,330,2879,0,2468
2019,9,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",88,8,2.96,0.2,2.8,0,2.04,0,0,507,201,10,101,0,195
2019,9,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4896,462,117.67,12.31,173.36,0.96,157.7,14,1,26907,8193,2865,6388,75,9386
2019,9,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",177,8,5.1,0.06,1.02,0,1.82,0,0,509,335,2,20,0,152
2019,9,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",74,7,4.3,1.21,0.48,0,1,0,0,427,255,46,28,0,98
2019,9,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",498,113,23.28,3.41,75.61,0,10.7,0,0,7508,1703,263,4807,0,735
2019,9,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",113,2,1.04,0,0,0,0.96,0,0,133,21,0,0,0,112
2019,9,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",32,3,1.7,0.96,0.34,0,0,0,0,148,90,50,8,0,0
2019,9,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",56,7,3.37,0,1.49,0,2.15,0,0,280,153,0,65,0,62
2019,9,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",30,4,1.39,2,0,0,0.61,0,0,868,62,747,0,0,59
2019,9,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",60,7,2.97,0,0.68,0,3.35,0,0,299,124,0,19,0,156
2019,9,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",815,103,39.85,2.55,45.34,0,15.26,26,1,4980,2228,209,1680,0,863
2019,9,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",30,4,2.07,0,1.02,0,0.91,0,0,116,53,0,32,0,31
2019,9,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",53,17,7.88,0.64,5.24,0,3.25,0,2,623,291,54,160,0,118
2019,9,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",196,19,9.83,3.3,2.31,0,3.56,0,1,1079,572,273,112,0,122
2019,9,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",30,5,1.72,1,1,0,1.28,0,0,200,69,27,23,0,81
2019,9,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",73,7,1.86,0,1.72,0,3.42,0,0,327,93,0,49,0,185
2019,9,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",34,3,2,0,1,0,0,0,0,83,64,0,19,0,0
2019,9,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",298,33,13.18,1.23,13.65,0,4.94,0,0,1263,593,61,438,0,171
2019,9,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",215,11,4.14,0.74,2.88,0,3.25,0,0,865,237,45,193,0,390
2019,9,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",249,27,16.25,2.26,1.99,0,6.5,0,0,1941,1427,136,99,0,279
2019,9,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",192,12,4.18,0.71,6.03,0,1.08,0,0,305,125,20,117,0,43
2019,9,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",186,19,1.71,2,11.1,0,4.19,0,0,1637,380,121,909,0,227
2019,9,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",70,3,1,1,1,0,0,0,0,133,73,19,41,0,0
2019,9,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",213,18,10.61,0,3.22,0,4.17,0,0,1160,751,0,106,0,303
2019,9,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",258,23,10.46,1,5.91,0,5.62,0,0,1454,703,52,332,0,367
2019,9,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",431,78,30.97,2.24,35.26,0,9.53,11,4,6389,2696,1134,2123,0,436
2019,9,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85,7,3.6,1,0.84,0,1.57,0,0,412,152,115,39,0,106
2019,9,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",30,6,2.73,0,3.27,0,0,1,0,788,665,0,123,0,0
2019,9,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",535,56,22.99,1.08,20.5,0,11.43,1,0,2971,1505,68,637,0,761
2019,9,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",93,9,2.15,1,4.27,0,1.58,0,0,264,83,44,103,0,34
2019,9,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",186,11,6.88,0,1.55,0,2.56,0,0,557,402,0,40,0,115
2019,9,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",456,39,24.5,0.76,8.11,1,4.62,11,0,2462,1780,39,404,69,170
2019,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2558,373,94,2.53,195.91,0.57,79.98,14,16,23321,8307,140,8780,47,6047
2019,9,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",1,1,1,0,0,0,0,0,0,77,77,0,0,0,0
2019,9,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",43,2,0,0,1.08,0,0.92,0,0,58,0,0,23,0,35
2019,9,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1130,98,40.48,2.68,32.88,0,21.95,0,0,3322,1469,118,933,0,802
